seed,method,n_params,budget,best_loss,fill_kind,is_approx,confidence,run_total_evals,run_final_loss,stop_reason,approx_run,case
42,GPU-DE,3,2000,0.7708811324941757,approx_hold_final,True,0.7,1020,0.7713872676299357,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0062 < 0.1,False,3P_203_200_194
42,GPU-DE,3,5000,0.7693454602206741,approx_hold_final,True,0.7,1020,0.7713872676299357,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0062 < 0.1,False,3P_203_200_194
42,GPU-DE,5,1000,1.0702819531408354,observed,False,1.0,2275,0.7900571458639216,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0577 < 0.1,False,5P_203_150_200_194_181
42,GPU-DE,5,2000,0.7916600681094708,observed,False,1.0,2275,0.7900571458639216,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0577 < 0.1,False,5P_203_150_200_194_181
42,GPU-DE,5,5000,0.7881093288543626,approx_hold_final,True,0.7,2275,0.7900571458639216,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0577 < 0.1,False,5P_203_150_200_194_181
42,GPU-DE,8,1000,1.8779037338839846,observed,False,1.0,4400,0.6971251987070961,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0750 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-DE,8,2000,0.9035607489435078,observed,False,1.0,4400,0.6971251987070961,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0750 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-DE,8,5000,0.6968691473675874,approx_hold_final,True,0.7,4400,0.6971251987070961,Stop A (normal convergence): rel_imp flat 10 iters (≥10) AND contraction_ratio=0.0750 < 0.1,False,8P_150_154_167_181_188_194_200_203
42,GPU-DE,10,1000,1.4952044519608307,observed,False,1.0,3300,1.4952044519608307,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,10P_118_150_154_167_181_188_190_194_200_203
42,GPU-DE,10,2000,1.4952044519608307,observed,False,1.0,3300,1.4952044519608307,Stop B (long stagnation): rel_imp flat 50 iters (≥50),False,10P_118_150_154_167_181_188_190_194_200_203
